# {"t_start": 1600396399.741331, "env_id": "FetchPickAndPlace-v1"} 
r,l,t
-50.0,50,214776.729262
-50.0,50,214784.744434
-15.0,50,214792.704686
-15.0,50,214800.656506
-38.0,50,214808.513808
-49.0,50,214816.483395
-24.0,50,214824.739257
-27.0,50,214832.591537
-38.0,50,214840.636672
-43.0,50,214848.473317
-50.0,50,214856.459392
0.0,50,214864.342901
-16.0,50,214872.657005
-50.0,50,214880.511858
-50.0,50,214888.538329
0.0,50,214896.629359
-28.0,50,214900.875811
-50.0,50,214908.758119
-50.0,50,214916.540738
-31.0,50,214924.279922
-21.0,50,214932.172814
-50.0,50,214940.155932
-26.0,50,214948.008844
-44.0,50,214955.894862
-8.0,50,214963.821777
0.0,50,214971.610785
-18.0,50,214975.746474
-50.0,50,214979.863861
-10.0,50,214987.596151
-40.0,50,214995.40747
-43.0,50,215003.313236
-50.0,50,215011.113158
-36.0,50,215018.950668
-50.0,50,215026.804168
-42.0,50,215034.658518
-24.0,50,215042.539793
-43.0,50,215050.377772
-22.0,50,215058.227623
-21.0,50,215066.138945
-22.0,50,215074.093608
-15.0,50,215081.966683
-50.0,50,215089.823938
-11.0,50,215097.696894
-28.0,50,215105.613542
-22.0,50,215113.417528
-14.0,50,215121.224974
-8.0,50,215128.980974
-18.0,50,215136.95687
-9.0,50,215137.084467
-6.0,50,215137.20608
-13.0,50,215137.331257
-16.0,50,215137.443969
-14.0,50,215137.577842
-8.0,50,215137.698553
-16.0,50,215137.8305
-13.0,50,215137.951834
-12.0,50,215138.082845
-30.0,50,215138.20252
-50.0,50,215146.117625
-50.0,50,215153.886152
-50.0,50,215162.072127
-35.0,50,215170.041042
-4.0,50,215178.046324
-22.0,50,215182.228124
-46.0,50,215190.125035
-28.0,50,215198.219929
-44.0,50,215206.31194
-22.0,50,215214.168782
-19.0,50,215222.102463
-20.0,50,215229.885142
-50.0,50,215237.599198
-37.0,50,215245.360315
-50.0,50,215253.132203
-50.0,50,215260.805687
-46.0,50,215268.761322
-35.0,50,215276.61134
-24.0,50,215284.376113
-12.0,50,215292.195995
-47.0,50,215300.064271
-8.0,50,215307.848094
-25.0,50,215315.691662
-50.0,50,215323.369675
-23.0,50,215331.091336
-50.0,50,215338.919585
-13.0,50,215346.857684
-15.0,50,215354.588334
-50.0,50,215362.189061
-26.0,50,215369.918628
-35.0,50,215377.724139
-21.0,50,215385.525959
-50.0,50,215393.441387
-50.0,50,215401.282486
-32.0,50,215409.123492
-50.0,50,215416.874019
-50.0,50,215424.80849
-28.0,50,215432.552955
-50.0,50,215440.410277
-39.0,50,215448.315205
-8.0,50,215456.174651
-43.0,50,215463.961549
-41.0,50,215471.785556
-50.0,50,215479.638038
-50.0,50,215487.574615
-27.0,50,215495.309391
-42.0,50,215503.20746
-19.0,50,215511.092016
-23.0,50,215518.869584
-39.0,50,215526.642626
-42.0,50,215534.439888
-50.0,50,215542.257396
-22.0,50,215550.052727
-42.0,50,215557.885812
-38.0,50,215565.80531
-50.0,50,215573.740757
-12.0,50,215581.561731
-50.0,50,215589.503172
-50.0,50,215597.220019
-39.0,50,215605.006884
-41.0,50,215612.898918
-50.0,50,215620.783541
-37.0,50,215628.634184
-6.0,50,215636.551805
-21.0,50,215644.410986
-42.0,50,215652.324211
-43.0,50,215660.368259
-24.0,50,215668.197272
-47.0,50,215676.093016
-50.0,50,215683.950463
-44.0,50,215691.836576
-13.0,50,215699.73186
-14.0,50,215707.543585
-21.0,50,215715.379033
-15.0,50,215723.196856
-18.0,50,215731.032842
-46.0,50,215738.856178
-32.0,50,215746.67579
-21.0,50,215754.543836
-28.0,50,215762.430259
-22.0,50,215770.295038
-50.0,50,215778.225012
-50.0,50,215785.936738
-50.0,50,215793.764962
-16.0,50,215801.654697
-48.0,50,215809.434976
-22.0,50,215817.211405
0.0,50,215825.172922
-50.0,50,215829.356627
-50.0,50,215837.199519
-20.0,50,215844.973755
-32.0,50,215852.719597
-29.0,50,215860.543541
-28.0,50,215868.323879
-50.0,50,215876.114069
-28.0,50,215883.954555
-2.0,50,215891.833018
-30.0,50,215895.99087
-50.0,50,215903.874959
-48.0,50,215911.863977
-44.0,50,215911.987329
0.0,50,215912.098247
-10.0,50,215912.229371
-6.0,50,215912.365012
-6.0,50,215912.502201
-11.0,50,215912.627667
-42.0,50,215912.747325
-14.0,50,215912.875441
-14.0,50,215912.998579
-37.0,50,215913.113218
-31.0,50,215921.050662
-50.0,50,215928.88891
-47.0,50,215936.720758
0.0,50,215944.562555
-50.0,50,215948.729272
-50.0,50,215956.557937
-21.0,50,215964.291043
-50.0,50,215972.218868
-50.0,50,215979.986544
-50.0,50,215987.959909
-48.0,50,215995.823644
-45.0,50,216003.675872
-50.0,50,216011.541049
-48.0,50,216019.358824
-32.0,50,216027.158185
-24.0,50,216035.019624
-47.0,50,216042.873406
-21.0,50,216050.739642
-43.0,50,216058.529905
-31.0,50,216066.339676
-15.0,50,216074.231815
-50.0,50,216082.092401
-14.0,50,216089.909434
-20.0,50,216097.660895
-31.0,50,216105.439777
-40.0,50,216113.230949
-50.0,50,216120.999801
-25.0,50,216128.843937
-50.0,50,216136.715494
-37.0,50,216144.561078
-23.0,50,216152.402637
-50.0,50,216160.369313
-50.0,50,216168.226266
-50.0,50,216176.061393
-31.0,50,216183.977859
-40.0,50,216191.840914
-35.0,50,216199.592109
-11.0,50,216207.502274
-32.0,50,216215.44596
-16.0,50,216223.341417
-22.0,50,216231.224886
-26.0,50,216239.067877
-50.0,50,216247.039582
-31.0,50,216254.854334
-47.0,50,216262.748997
-16.0,50,216270.610452
-43.0,50,216278.468198
-48.0,50,216286.187901
-19.0,50,216293.935521
-40.0,50,216301.596415
-47.0,50,216309.423336
-11.0,50,216317.243004
-50.0,50,216325.148921
-50.0,50,216332.94233
-27.0,50,216340.85016
-18.0,50,216348.657414
-50.0,50,216356.466141
-50.0,50,216364.3205
-47.0,50,216372.112709
-23.0,50,216379.96479
-50.0,50,216387.835203
-24.0,50,216395.810978
-50.0,50,216403.734002
-50.0,50,216411.661278
-50.0,50,216419.593714
-30.0,50,216427.453755
-47.0,50,216435.2222
-26.0,50,216443.097821
-34.0,50,216451.039459
-43.0,50,216458.926718
-17.0,50,216466.631255
-50.0,50,216474.45299
-21.0,50,216482.295274
-50.0,50,216490.149835
-33.0,50,216498.020889
-50.0,50,216505.784635
-49.0,50,216513.700277
-36.0,50,216521.493596
-50.0,50,216529.357263
-33.0,50,216537.138966
-13.0,50,216544.951282
-50.0,50,216552.819373
-26.0,50,216560.659702
-50.0,50,216568.431246
-15.0,50,216576.161823
-50.0,50,216583.818137
-26.0,50,216591.539093
-50.0,50,216599.411319
-50.0,50,216607.33516
-28.0,50,216615.12658
-28.0,50,216622.967282
-50.0,50,216630.845315
-50.0,50,216638.685709
-33.0,50,216646.594277
-50.0,50,216654.439098
-50.0,50,216662.222236
-28.0,50,216670.008602
-22.0,50,216677.859581
-28.0,50,216685.683063
-15.0,50,216693.533561
-42.0,50,216693.666882
-3.0,50,216693.786656
-41.0,50,216693.925888
-10.0,50,216694.048668
-10.0,50,216694.167527
-9.0,50,216694.28947
-10.0,50,216694.408926
-15.0,50,216694.543225
-10.0,50,216694.658416
-28.0,50,216694.772557
-34.0,50,216702.818108
-18.0,50,216710.603536
-29.0,50,216718.391019
-49.0,50,216726.125054
-48.0,50,216734.005755
-50.0,50,216741.784888
-17.0,50,216749.615539
-38.0,50,216757.532706
-42.0,50,216765.352918
-50.0,50,216773.211317
-48.0,50,216781.167315
-6.0,50,216788.929029
-21.0,50,216796.75078
-21.0,50,216804.672915
-23.0,50,216812.508151
-43.0,50,216820.324605
-38.0,50,216828.248011
-36.0,50,216836.209136
-50.0,50,216844.153595
-50.0,50,216852.008758
-39.0,50,216859.85838
-36.0,50,216867.661835
-50.0,50,216875.613979
-24.0,50,216883.343709
-44.0,50,216891.129169
-48.0,50,216898.952414
-10.0,50,216906.691756
-50.0,50,216914.429493
-40.0,50,216922.282039
-30.0,50,216930.134184
-50.0,50,216938.052843
-26.0,50,216945.916559
-50.0,50,216953.619216
-23.0,50,216961.42198
-49.0,50,216969.309908
-17.0,50,216977.192784
-50.0,50,216985.16674
-41.0,50,216992.974429
-28.0,50,217000.859445
-15.0,50,217008.601865
-50.0,50,217016.454728
-47.0,50,217024.326201
-12.0,50,217032.249569
-48.0,50,217040.249107
-28.0,50,217048.121278
-7.0,50,217056.01522
-30.0,50,217060.147539
-45.0,50,217068.045835
-50.0,50,217075.927753
-50.0,50,217083.816355
-18.0,50,217091.736952
-50.0,50,217099.548503
0.0,50,217107.505768
-5.0,50,217111.673609
-50.0,50,217119.406801
-43.0,50,217127.228164
-17.0,50,217135.071365
-50.0,50,217142.750063
-21.0,50,217150.620919
-23.0,50,217158.596318
-49.0,50,217166.53542
-44.0,50,217174.406399
-19.0,50,217182.213154
-48.0,50,217190.156621
-50.0,50,217198.067605
-50.0,50,217205.862286
-42.0,50,217213.53661
-37.0,50,217221.352642
-50.0,50,217229.168814
-31.0,50,217237.089511
-9.0,50,217244.966506
-50.0,50,217252.790153
-19.0,50,217260.678624
-28.0,50,217268.530398
-20.0,50,217276.326745
-17.0,50,217284.260056
-50.0,50,217292.108643
0.0,50,217299.926141
-39.0,50,217304.089805
-39.0,50,217311.83452
-23.0,50,217319.379084
-19.0,50,217327.099046
-42.0,50,217335.070899
-44.0,50,217342.906737
-40.0,50,217350.859271
-50.0,50,217358.733156
-13.0,50,217366.699525
-35.0,50,217374.640073
-50.0,50,217382.47838
-7.0,50,217390.300389
-39.0,50,217398.175878
-33.0,50,217406.055323
-35.0,50,217413.980346
-49.0,50,217421.919873
-41.0,50,217429.771439
-18.0,50,217437.720682
-16.0,50,217445.717116
-26.0,50,217453.579476
-50.0,50,217461.412455
-13.0,50,217469.240785
-14.0,50,217469.360119
-9.0,50,217469.477106
-11.0,50,217469.59809
-17.0,50,217469.726328
-11.0,50,217469.846532
-45.0,50,217469.974167
-14.0,50,217470.089748
-48.0,50,217470.215495
-6.0,50,217470.335981
-19.0,50,217470.448038
-9.0,50,217478.325994
-19.0,50,217486.16443
-50.0,50,217494.004771
-32.0,50,217501.834772
-50.0,50,217509.656524
-44.0,50,217517.593768
-50.0,50,217525.328535
-50.0,50,217533.122867
-50.0,50,217540.934281
-26.0,50,217548.705868
-50.0,50,217556.740576
-43.0,50,217564.413454
-32.0,50,217572.237125
-46.0,50,217580.118318
-27.0,50,217588.015839
-50.0,50,217595.965241
-25.0,50,217603.936739
-26.0,50,217611.90164
-50.0,50,217619.767088
-43.0,50,217627.684466
-26.0,50,217635.448143
-29.0,50,217643.136195
-44.0,50,217650.931253
-50.0,50,217658.940528
-35.0,50,217666.871187
-44.0,50,217674.78487
-50.0,50,217682.679287
-31.0,50,217690.267845
-32.0,50,217698.072918
0.0,50,217706.040114
-18.0,50,217710.202677
-50.0,50,217718.013811
-50.0,50,217725.924842
-14.0,50,217733.739884
-42.0,50,217741.630538
-50.0,50,217749.40894
-11.0,50,217757.343328
-14.0,50,217765.119688
-41.0,50,217773.058573
-47.0,50,217780.987019
-12.0,50,217788.985552
-32.0,50,217796.8087
-42.0,50,217804.761764
-11.0,50,217812.701008
-21.0,50,217820.597737
-50.0,50,217828.449002
-33.0,50,217836.385143
-37.0,50,217844.227345
-50.0,50,217852.154138
-48.0,50,217860.041348
-41.0,50,217867.783262
-13.0,50,217875.630895
-50.0,50,217883.500603
-48.0,50,217891.349378
-41.0,50,217899.280018
-26.0,50,217907.046343
-43.0,50,217914.829199
-44.0,50,217922.893467
-46.0,50,217930.774498
-27.0,50,217938.555799
-15.0,50,217946.330293
-29.0,50,217954.142149
-22.0,50,217961.948643
-50.0,50,217969.780753
-34.0,50,217977.743577
-46.0,50,217985.57521
-50.0,50,217993.518502
-50.0,50,218001.402472
-14.0,50,218009.281326
-43.0,50,218017.131375
-46.0,50,218024.992698
-31.0,50,218032.876936
-50.0,50,218040.687131
-39.0,50,218048.528156
-40.0,50,218056.38609
-50.0,50,218064.364986
-14.0,50,218072.225925
-7.0,50,218080.139747
-30.0,50,218087.972254
-34.0,50,218095.944085
-40.0,50,218103.707379
-44.0,50,218111.568068
-41.0,50,218119.416466
-24.0,50,218127.19541
0.0,50,218135.035904
-50.0,50,218139.238118
-50.0,50,218147.101003
-24.0,50,218155.018625
-26.0,50,218162.892895
-45.0,50,218170.814621
-50.0,50,218178.840735
-21.0,50,218186.743165
-20.0,50,218194.60232
-50.0,50,218202.452236
-41.0,50,218210.237195
-40.0,50,218218.089675
-50.0,50,218226.023595
-21.0,50,218233.981701
-44.0,50,218241.890912
-14.0,50,218249.871675
-12.0,50,218250.011559
-11.0,50,218250.141021
-12.0,50,218250.261493
-11.0,50,218250.383211
-14.0,50,218250.51141
-13.0,50,218250.633322
-9.0,50,218250.758559
-16.0,50,218250.879948
-9.0,50,218251.009291
-50.0,50,218251.123618
-50.0,50,218259.060036
-49.0,50,218266.978666
-50.0,50,218274.528858
-27.0,50,218282.381909
-47.0,50,218290.29121
-29.0,50,218298.093113
-50.0,50,218305.915089
-44.0,50,218313.768851
-50.0,50,218321.695618
-43.0,50,218329.636314
-50.0,50,218337.563547
-50.0,50,218345.428915
-34.0,50,218353.383705
-37.0,50,218361.302719
-19.0,50,218369.187079
-50.0,50,218377.098608
-50.0,50,218384.928691
-50.0,50,218392.807213
-23.0,50,218400.58274
-19.0,50,218408.288198
-50.0,50,218416.161747
-50.0,50,218423.964141
-15.0,50,218431.898675
-40.0,50,218439.735718
-42.0,50,218447.73957
-18.0,50,218455.615484
-50.0,50,218463.551057
-49.0,50,218471.516068
-48.0,50,218479.438792
-29.0,50,218487.367656
-40.0,50,218495.181082
-45.0,50,218502.876977
-48.0,50,218510.757873
-47.0,50,218518.651871
-37.0,50,218526.564033
-50.0,50,218534.48655
-50.0,50,218542.387456
-38.0,50,218550.26351
-44.0,50,218558.131073
-33.0,50,218565.885697
-27.0,50,218573.60919
-50.0,50,218581.414719
-43.0,50,218589.198179
-27.0,50,218597.178184
-13.0,50,218605.009924
-50.0,50,218612.766881
-39.0,50,218620.62043
-50.0,50,218628.552887
-43.0,50,218636.399445
-26.0,50,218644.350577
-49.0,50,218652.29619
-50.0,50,218660.296244
-50.0,50,218668.20387
-50.0,50,218676.169888
-48.0,50,218684.003154
-47.0,50,218691.838554
-26.0,50,218699.78114
-50.0,50,218707.657276
-38.0,50,218715.562154
-50.0,50,218723.515113
-50.0,50,218731.37588
-47.0,50,218739.310293
-42.0,50,218747.096118
-25.0,50,218754.988346
-20.0,50,218762.835144
-39.0,50,218770.845793
-45.0,50,218778.756918
-50.0,50,218786.642297
-29.0,50,218794.616495
-33.0,50,218802.511152
-16.0,50,218810.219067
-39.0,50,218818.009567
-50.0,50,218825.862499
-43.0,50,218833.734628
-50.0,50,218841.54011
-50.0,50,218849.430921
-27.0,50,218857.398449
-13.0,50,218865.294523
-44.0,50,218873.178565
-48.0,50,218881.004551
-34.0,50,218888.769881
-14.0,50,218896.544348
-23.0,50,218904.28894
-4.0,50,218912.173933
-50.0,50,218920.027214
-48.0,50,218927.938663
-34.0,50,218935.763804
-50.0,50,218943.579223
-28.0,50,218951.486377
-50.0,50,218959.218057
-50.0,50,218967.115021
-50.0,50,218974.966093
-48.0,50,218982.842839
-23.0,50,218990.49209
-34.0,50,218998.311456
-50.0,50,219006.08842
-47.0,50,219014.009143
-33.0,50,219022.067047
-36.0,50,219029.977646
-9.0,50,219037.861813
-6.0,50,219037.973164
-6.0,50,219038.092494
-11.0,50,219038.205383
-8.0,50,219038.314393
-8.0,50,219038.429436
-20.0,50,219038.552063
-16.0,50,219038.676336
-11.0,50,219038.792838
-7.0,50,219038.921012
-37.0,50,219039.033582
-50.0,50,219046.928665
-31.0,50,219054.911475
-19.0,50,219062.804673
-48.0,50,219070.701286
-50.0,50,219078.555049
-23.0,50,219086.388817
-28.0,50,219094.15063
-45.0,50,219102.038695
-32.0,50,219109.943113
-42.0,50,219117.820505
-50.0,50,219125.661024
-31.0,50,219133.672908
-17.0,50,219141.485615
-48.0,50,219149.319137
-34.0,50,219157.190972
-47.0,50,219164.945465
-13.0,50,219172.658032
-44.0,50,219180.528
-39.0,50,219188.331636
-27.0,50,219196.127429
-50.0,50,219204.059034
-18.0,50,219211.889238
-50.0,50,219219.84635
-39.0,50,219227.755544
-24.0,50,219235.779603
-36.0,50,219243.60529
-14.0,50,219251.410984
-22.0,50,219259.280893
-50.0,50,219267.21362
-50.0,50,219275.14932
-45.0,50,219283.007594
-49.0,50,219290.849392
-28.0,50,219298.661517
-48.0,50,219306.387961
-35.0,50,219314.189499
-50.0,50,219322.000196
-45.0,50,219329.741105
-50.0,50,219337.653309
-43.0,50,219345.623764
-50.0,50,219353.476918
-30.0,50,219361.392276
-12.0,50,219369.320224
-22.0,50,219377.092574
-9.0,50,219384.890041
-47.0,50,219392.832236
-42.0,50,219400.700125
-16.0,50,219408.490249
-49.0,50,219416.145881
-50.0,50,219424.060287
-17.0,50,219431.961765
-46.0,50,219439.940823
-33.0,50,219447.800426
-50.0,50,219455.624886
-50.0,50,219463.379414
-50.0,50,219471.248708
-20.0,50,219479.102723
-30.0,50,219487.094552
-50.0,50,219494.862122
-9.0,50,219502.64797
-29.0,50,219510.535084
-42.0,50,219518.404411
-46.0,50,219526.234392
-50.0,50,219534.122941
-46.0,50,219542.069101
-16.0,50,219549.898586
-50.0,50,219557.698342
-50.0,50,219565.619562
-28.0,50,219573.529092
-50.0,50,219581.399088
-32.0,50,219589.257257
-50.0,50,219597.235254
-50.0,50,219605.041473
-50.0,50,219612.984005
-50.0,50,219620.782108
-50.0,50,219628.731521
-50.0,50,219636.480689
-50.0,50,219644.450485
-5.0,50,219652.255059
-50.0,50,219659.962747
-46.0,50,219667.580206
-50.0,50,219675.472477
-50.0,50,219683.302835
-7.0,50,219691.087458
-21.0,50,219695.197587
-50.0,50,219702.943806
-43.0,50,219710.898213
-50.0,50,219718.673947
-12.0,50,219726.518221
-47.0,50,219734.36423
-50.0,50,219742.182193
-10.0,50,219749.999641
-22.0,50,219757.8714
-25.0,50,219765.604796
-50.0,50,219773.370495
-50.0,50,219781.176133
-16.0,50,219789.044963
-50.0,50,219796.965818
-18.0,50,219804.832971
-21.0,50,219812.768259
-20.0,50,219820.681104
-20.0,50,219820.802552
-16.0,50,219820.92573
-10.0,50,219821.047072
-12.0,50,219821.166504
-10.0,50,219821.28698
-9.0,50,219821.409284
-10.0,50,219821.533843
-11.0,50,219821.660658
-14.0,50,219821.794
-50.0,50,219821.910009
-32.0,50,219829.771703
-42.0,50,219837.721298
0.0,50,219845.629012
-47.0,50,219849.811652
-10.0,50,219857.643348
-43.0,50,219865.38208
-45.0,50,219873.310952
-50.0,50,219881.054294
-50.0,50,219888.901714
-10.0,50,219896.551142
-50.0,50,219904.218186
-50.0,50,219912.264449
-50.0,50,219920.228343
-50.0,50,219928.139327
-22.0,50,219936.05865
-50.0,50,219944.051089
-14.0,50,219951.971934
-17.0,50,219959.938201
-50.0,50,219967.861583
-39.0,50,219975.72416
-50.0,50,219983.620251
-35.0,50,219991.561911
-28.0,50,219999.395075
-42.0,50,220007.200427
-48.0,50,220015.012804
-50.0,50,220022.846481
-50.0,50,220030.784885
-15.0,50,220038.653118
-39.0,50,220046.598256
-50.0,50,220054.507974
-23.0,50,220062.299986
-50.0,50,220070.277336
-17.0,50,220078.171794
-40.0,50,220086.096336
-20.0,50,220094.068776
-50.0,50,220101.962244
-46.0,50,220109.777162
-50.0,50,220117.646408
-22.0,50,220125.457055
-33.0,50,220133.274578
-50.0,50,220141.149714
-50.0,50,220148.969757
-28.0,50,220156.816083
-48.0,50,220164.709251
-50.0,50,220172.539481
-50.0,50,220180.367872
-50.0,50,220188.336849
-50.0,50,220196.239205
-46.0,50,220204.213175
-37.0,50,220212.091267
-50.0,50,220220.067003
-44.0,50,220227.918766
-50.0,50,220235.662844
-27.0,50,220243.498808
-48.0,50,220251.363034
-27.0,50,220259.196306
-34.0,50,220266.967005
-50.0,50,220274.824625
0.0,50,220282.670717
-48.0,50,220286.838177
-39.0,50,220294.755006
-50.0,50,220302.586225
-38.0,50,220310.438809
-27.0,50,220318.307533
-50.0,50,220326.141239
-18.0,50,220334.071127
-36.0,50,220341.841866
-18.0,50,220349.723243
-19.0,50,220357.587249
-34.0,50,220365.454974
-50.0,50,220373.348368
-15.0,50,220381.163645
-31.0,50,220389.044752
-36.0,50,220396.776593
-2.0,50,220404.685975
-50.0,50,220408.792145
-50.0,50,220416.607333
-49.0,50,220424.524977
-14.0,50,220432.305306
-50.0,50,220440.172089
-50.0,50,220448.17077
-20.0,50,220456.029083
-45.0,50,220463.946207
-50.0,50,220471.874947
-50.0,50,220479.730881
-22.0,50,220487.61889
-33.0,50,220495.51224
-23.0,50,220503.348124
-40.0,50,220511.09262
-44.0,50,220518.971834
-38.0,50,220526.713014
-28.0,50,220534.574344
-48.0,50,220542.431664
-40.0,50,220550.227868
-50.0,50,220558.06876
-41.0,50,220565.761379
-14.0,50,220573.442234
-19.0,50,220581.187919
-50.0,50,220589.060086
-8.0,50,220596.920709
-4.0,50,220597.04676
-13.0,50,220597.165284
-33.0,50,220597.298409
-12.0,50,220597.433394
-10.0,50,220597.552719
-11.0,50,220597.679724
-38.0,50,220597.807478
-14.0,50,220597.93265
-11.0,50,220598.053214
0.0,50,220598.163965
-50.0,50,220602.312803
-50.0,50,220610.146407
-50.0,50,220618.065877
-38.0,50,220625.929596
-10.0,50,220633.686807
-46.0,50,220641.452668
-50.0,50,220649.31852
-50.0,50,220657.108655
-35.0,50,220664.975467
-29.0,50,220672.792445
-40.0,50,220680.586761
-44.0,50,220688.493211
0.0,50,220696.307836
-50.0,50,220704.066359
-46.0,50,220711.967589
-46.0,50,220719.90108
-28.0,50,220727.795337
-11.0,50,220735.765837
-38.0,50,220743.723327
-12.0,50,220751.545557
-40.0,50,220759.473549
-48.0,50,220767.190805
-20.0,50,220775.027154
-50.0,50,220782.861665
-50.0,50,220790.801458
-12.0,50,220798.711965
-47.0,50,220806.416476
-44.0,50,220814.311523
-50.0,50,220822.136157
-43.0,50,220829.919592
-50.0,50,220837.825536
-23.0,50,220845.54687
-50.0,50,220853.435095
-13.0,50,220861.22621
-35.0,50,220869.200259
0.0,50,220877.055264
-50.0,50,220881.241609
-23.0,50,220889.049129
-32.0,50,220896.927973
-32.0,50,220904.814841
-50.0,50,220912.676704
-33.0,50,220920.52595
-44.0,50,220928.365336
-29.0,50,220936.172884
-32.0,50,220944.002531
-25.0,50,220951.857011
-50.0,50,220959.710032
-19.0,50,220967.565086
-22.0,50,220975.51661
-13.0,50,220983.231777
-34.0,50,220991.150942
-24.0,50,220998.969404
-48.0,50,221006.851965
-33.0,50,221014.641542
-30.0,50,221022.413311
-45.0,50,221030.329332
-46.0,50,221038.196907
-47.0,50,221046.040114
-39.0,50,221054.020851
-31.0,50,221062.014239
-23.0,50,221069.886573
-20.0,50,221077.767346
-44.0,50,221085.631633
-50.0,50,221093.321675
-48.0,50,221101.143916
-50.0,50,221108.951159
-6.0,50,221116.776256
-23.0,50,221124.451887
-47.0,50,221132.387781
-44.0,50,221140.171307
-50.0,50,221148.021002
-32.0,50,221155.92986
-50.0,50,221163.81791
-40.0,50,221171.670825
-40.0,50,221179.53584
-50.0,50,221187.212047
-50.0,50,221195.102481
-50.0,50,221203.259187
-48.0,50,221211.773158
-19.0,50,221219.947751
-12.0,50,221228.644879
-43.0,50,221236.822803
-37.0,50,221244.667175
-37.0,50,221252.426849
-27.0,50,221260.25105
-50.0,50,221268.020854
-30.0,50,221275.945873
-50.0,50,221283.799746
-50.0,50,221291.641726
-12.0,50,221299.544126
-30.0,50,221307.317313
-38.0,50,221315.164455
-31.0,50,221322.886668
-50.0,50,221330.650143
-13.0,50,221338.548265
-50.0,50,221346.39703
-8.0,50,221354.262455
-23.0,50,221361.829964
-38.0,50,221369.553657
-9.0,50,221377.475817
-8.0,50,221377.594369
-10.0,50,221377.72691
-42.0,50,221377.856126
-9.0,50,221377.98836
-11.0,50,221378.110148
-13.0,50,221378.230078
-44.0,50,221378.355235
-7.0,50,221378.48694
-6.0,50,221378.620607
-14.0,50,221378.740198
-28.0,50,221386.547048
-50.0,50,221394.443166
-46.0,50,221402.32856
-46.0,50,221410.269293
-38.0,50,221418.265703
-43.0,50,221426.047647
-38.0,50,221433.838739
-47.0,50,221441.525343
-43.0,50,221449.400472
-24.0,50,221457.244467
-48.0,50,221465.169985
-35.0,50,221473.09616
-37.0,50,221481.072375
-17.0,50,221489.063301
-16.0,50,221496.986441
-50.0,50,221504.860985
-24.0,50,221512.63516
-45.0,50,221520.38506
-47.0,50,221528.300646
-7.0,50,221536.214418
-38.0,50,221544.169033
-16.0,50,221551.99576
-29.0,50,221559.960523
-44.0,50,221567.920419
-46.0,50,221575.553043
-18.0,50,221583.403722
0.0,50,221591.33391
-50.0,50,221595.408457
0.0,50,221603.136437
-47.0,50,221607.268041
-31.0,50,221615.048555
-50.0,50,221622.87685
-50.0,50,221630.657759
-50.0,50,221638.488916
-15.0,50,221646.400677
-28.0,50,221654.23773
-30.0,50,221662.065734
-50.0,50,221669.808074
-50.0,50,221677.626497
-50.0,50,221685.485263
-50.0,50,221693.372682
-50.0,50,221701.195278
-50.0,50,221709.0048
-50.0,50,221716.813181
-16.0,50,221724.693538
-34.0,50,221732.39314
-50.0,50,221740.288441
-46.0,50,221748.119236
-50.0,50,221755.979926
-50.0,50,221763.954138
-50.0,50,221771.751208
-50.0,50,221779.645178
-34.0,50,221787.506491
-50.0,50,221795.304883
-15.0,50,221803.168892
-34.0,50,221810.835479
-24.0,50,221818.599688
-17.0,50,221826.417488
-50.0,50,221834.288527
-50.0,50,221842.130951
-33.0,50,221849.947781
-50.0,50,221857.729971
-27.0,50,221865.73627
-50.0,50,221873.694994
-50.0,50,221881.59026
-44.0,50,221889.387399
-35.0,50,221897.153842
-43.0,50,221904.911828
-50.0,50,221912.707699
-11.0,50,221920.600644
-42.0,50,221928.491949
-43.0,50,221936.268294
-50.0,50,221944.010982
-50.0,50,221951.777272
-47.0,50,221959.665225
-45.0,50,221967.408996
-44.0,50,221975.200076
-50.0,50,221982.998054
-19.0,50,221990.838427
-44.0,50,221998.752161
-28.0,50,222006.515743
-41.0,50,222014.340709
-50.0,50,222022.296604
-50.0,50,222030.153243
-26.0,50,222037.856115
-31.0,50,222045.741461
-42.0,50,222053.664137
-49.0,50,222061.346748
-25.0,50,222069.107866
-21.0,50,222076.992148
-10.0,50,222084.878865
-38.0,50,222092.64807
-23.0,50,222100.490679
-50.0,50,222108.384541
-31.0,50,222116.248296
-50.0,50,222124.108629
-11.0,50,222131.972102
-47.0,50,222139.9503
0.0,50,222147.850593
-14.0,50,222155.669225
-8.0,50,222155.794485
-14.0,50,222155.915301
-8.0,50,222156.036895
-16.0,50,222156.164647
0.0,50,222156.277828
-12.0,50,222156.402617
-11.0,50,222156.52343
-5.0,50,222156.644671
-9.0,50,222156.768804
-46.0,50,222156.878578
-24.0,50,222164.706007
-50.0,50,222172.666034
-33.0,50,222180.690124
-50.0,50,222188.489
-50.0,50,222196.252709
-21.0,50,222204.182407
-50.0,50,222212.027442
-50.0,50,222219.849317
-50.0,50,222227.788041
-50.0,50,222235.68946
-49.0,50,222243.551739
-26.0,50,222251.420146
-50.0,50,222259.279803
-15.0,50,222267.002993
-41.0,50,222274.829856
-50.0,50,222282.752531
-50.0,50,222290.592455
-20.0,50,222298.330125
-50.0,50,222306.3235
-50.0,50,222314.285939
-22.0,50,222322.219745
-29.0,50,222330.182578
-50.0,50,222338.033414
-50.0,50,222345.89913
-50.0,50,222353.767962
-50.0,50,222361.6696
-16.0,50,222369.652671
